# iElectron  Residue t[s]
0,54,62.6409268169
0,55,1229.17638812
0,36,3830.49756589
0,55,13248.0028327
0,36,17669.5948283
0,55,17840.064249
0,54,20064.1461142
0,55,21402.2581396
0,36,21675.4048825
0,55,28675.175362
0,36,29354.0684527
0,35,31639.0817887
0,36,31665.0099347
0,55,33052.0391907
0,36,36849.8348953
0,55,37241.0139951
0,36,39632.1495055
0,35,41219.6434706
0,36,41389.1610081
0,55,43472.4217583
0,43,46037.0272447
0,48,57451.6236683
0,43,58402.6031813
0,48,59083.1580704
0,43,61972.6667378
0,48,64295.8992822
0,43,65514.259203
0,48,73535.5220506
0,43,73569.7111993
0,55,76011.5455927
0,36,79271.863252
0,55,79671.7802046
0,36,84263.7609692
0,55,88020.4866738
0,43,95404.890603
0,55,100000
1,54,754.033386756
1,55,1618.38929728
1,36,13145.731965
1,55,15180.6153367
1,36,19717.1390413
1,35,25970.4951903
1,54,26372.7773567
1,35,26750.3718028
1,54,27110.8216446
1,55,27426.0973426
1,43,28514.7281757
1,48,28595.2101311
1,43,31354.1322047
1,42,36341.9370428
1,43,37041.4591587
1,48,42733.9987438
1,43,42887.741325
1,48,43848.0997043
1,43,45408.001463
1,48,48069.0948136
1,43,48823.2251047
1,77,51227.9206872
1,82,63676.4747993
1,77,72005.5976992
1,82,76470.9255395
1,77,77103.1109163
1,82,78599.0724513
1,89,86093.9285983
1,70,87839.9900737
1,69,89967.5974295
1,88,90174.4336766
1,89,91561.266378
1,70,98697.4019561
1,36,99474.9273745
1,55,100000
2,36,3.95333803767
2,35,9233.21411862
2,36,9974.06607828
2,55,10698.6561811
2,54,15528.9466125
2,35,18787.0917423
2,36,18840.3222483
2,55,31168.5930855
2,36,34939.7702985
2,35,41952.070736
2,54,42048.6066169
2,35,42382.7416246
2,36,42883.7832812
2,55,44600.1705152
2,36,44871.6067454
2,35,51564.7766124
2,36,51757.720096
2,35,53389.1190388
2,55,53820.5119053
2,36,53921.8318702
2,35,61319.4799011
2,54,61658.4883631
2,35,64382.3642978
2,36,64651.7357855
2,55,66134.0864154
2,36,72960.7963735
2,55,75688.563238
2,36,78912.1022202
2,55,95484.064976
2,36,100000
10,54,74.1897298295
10,55,362.415613092
10,36,688.048745764
10,35,7568.34145511
10,36,9831.81597337
10,55,19147.5468849
10,43,25798.3060836
10,42,36013.8983258
10,43,36728.8031943
10,77,37691.837029
10,82,38973.2903723
10,77,39469.0277652
10,104,43389.7381629
10,103,49456.7073139
10,104,50800.3160561
10,123,51809.6664222
10,104,54737.9036125
10,103,59219.528175
10,122,61167.4225382
10,103,63762.0151308
10,104,66721.6430573
10,103,71769.4862874
10,122,72018.0810608
10,103,73873.6626088
10,70,74668.2320516
10,69,77894.6377039
10,70,78807.5739837
10,36,80786.0311706
10,55,89890.8449981
10,36,100000
11,54,372.090862468
11,35,811.56192232
11,36,1110.33601608
11,55,2396.21989301
11,36,4568.35933404
11,55,6878.06337594
11,36,7783.47973708
11,55,7933.84346924
11,36,10242.9629524
11,55,10302.4008848
11,36,10733.4040067
11,55,12113.3332881
11,54,12196.8943037
11,35,12458.0540658
11,36,12641.5902105
11,55,12681.170898
11,36,13548.6965633
11,55,15910.1864081
11,36,19068.0635107
11,55,23443.7089877
11,43,25149.8074349
11,48,34564.5983539
11,43,36553.5741341
11,55,42777.4366821
11,43,46795.9767311
11,55,51283.1268144
11,36,56369.7207091
11,55,59708.2052903
11,36,63291.3689589
11,55,77636.9215701
11,36,81406.1140984
11,35,86245.1544995
11,36,86338.2511583
11,35,91379.9287751
11,36,91808.6387145
11,55,95077.6230543
11,36,100000
5,54,201.672337573
5,35,4734.84517219
5,54,5015.31721672
5,35,6542.52469181
5,36,7571.65141069
5,55,9676.25220545
5,36,25844.1929499
5,55,26155.8173532
5,36,27674.2348429
5,55,48924.8673549
5,36,62078.3914583
5,55,62525.680676
5,36,66241.8190146
5,55,69151.7840595
5,36,74131.3768599
5,55,74405.9395046
5,36,77386.5306722
5,35,79814.6329479
5,36,79974.5835482
5,55,80346.138065
5,36,90393.4100116
5,35,94444.2485654
5,36,94801.546333
5,55,96345.8366472
5,43,99351.1587258
5,48,100000
3,54,927.856042617
3,55,1259.36878011
3,42,3962.5127953
3,43,4100.17552638
3,48,5455.79035107
3,43,5618.69981905
3,55,6295.9913848
3,36,18280.464875
3,55,25349.0027229
3,36,27551.7381521
3,35,30474.2737465
3,36,30656.7335024
3,55,37108.7091224
3,36,38745.1463294
3,35,38998.888208
3,36,39609.9771993
3,55,40827.5429347
3,48,41650.7241202
3,43,43517.2520723
3,48,43871.2811511
3,43,44242.0786546
3,48,55636.787451
3,43,55846.013906
3,48,60237.4716855
3,43,60502.4132522
3,48,64404.5808232
3,43,67164.1611959
3,55,74321.6884467
3,36,74719.6404075
3,55,75172.7800208
3,36,77810.7768965
3,55,79372.9876544
3,43,81435.1717952
3,48,85485.0173801
3,43,87018.0051459
3,48,88729.4162549
3,43,93590.4298679
3,48,99246.7154109
3,43,100000
4,36,200.644680804
4,55,5975.87048028
4,54,8436.4367724
4,35,8600.19301568
4,54,8941.58134752
4,35,9451.0835397
4,54,10300.9868368
4,55,11346.1610277
4,36,13780.5657984
4,35,16763.6247532
4,36,18023.7116909
4,35,23144.842921
4,36,23684.6575481
4,55,27837.9835642
4,36,30563.1660156
4,35,31435.4264084
4,36,31449.4464597
4,55,36747.9548941
4,36,39772.6388772
4,55,42102.2226295
4,36,49396.0902979
4,55,57329.5975387
4,36,68096.1645942
4,55,69264.8683927
4,36,69553.1504099
4,55,73932.0843456
4,36,86778.1837743
4,55,97750.1739771
4,36,100000
55,36,815.702151426
55,55,8839.95748974
55,43,15871.690265
55,48,22476.0242443
55,43,25169.4457766
55,48,28247.2367695
55,43,34397.7508257
55,48,34619.2225737
55,76,37500.2253171
55,77,38263.7574939
55,82,54836.6645407
55,77,59536.4619344
55,82,71067.7132635
55,77,93803.659025
55,104,95003.0213495
55,103,97269.2792112
55,122,99903.6603565
55,103,99909.3079093
55,122,100000
12,54,233.657444132
12,55,747.478368313
12,36,2304.30385469
12,35,3009.59855277
12,36,4001.05353672
12,55,9722.63343171
12,43,10547.7381553
12,48,15390.1098504
12,43,17678.4241425
12,48,22582.162988
12,43,24353.1167752
12,48,26814.4124142
12,43,27317.5499935
12,55,32393.4144931
12,43,32735.4473824
12,48,47096.3237503
12,43,48704.2224681
12,48,49873.109203
12,43,51995.9893508
12,48,54836.5179193
12,76,59234.0629478
12,88,73865.9532313
12,76,80888.0611279
12,77,86274.8775327
12,76,89015.9524702
12,77,89155.598835
12,82,91676.0705167
12,89,93212.802862
12,70,94675.9837105
12,69,96062.9733498
12,88,97905.3978567
12,76,98471.5361817
12,77,100000
13,36,683.759589251
